Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Saint Kitts and Nevis,2010,Female,Not applicable,Percent,97.1167
Saint Kitts and Nevis,2010,Male,Not applicable,Percent,97.89615
Saint Kitts and Nevis,2010,All genders,Not applicable,Percent,97.51075
Saint Kitts and Nevis,2009,Female,Not applicable,Percent,102.23985
Saint Kitts and Nevis,2009,Male,Not applicable,Percent,95.06173
Saint Kitts and Nevis,2009,All genders,Not applicable,Percent,98.61432
Saint Kitts and Nevis,2008,Male,Not applicable,Percent,99.53959
Saint Kitts and Nevis,2008,All genders,Not applicable,Percent,102.18503
Saint Kitts and Nevis,2008,Female,Not applicable,Percent,104.88263
Saint Kitts and Nevis,2007,Male,Not applicable,Percent,104.44343
Saint Kitts and Nevis,2007,Female,Not applicable,Percent,104.86436
Saint Kitts and Nevis,2007,All genders,Not applicable,Percent,104.6517
Saint Kitts and Nevis,2005,Male,Not applicable,Percent,84.10567
Saint Kitts and Nevis,2005,All genders,Not applicable,Percent,86.95364
Saint Kitts and Nevis,2005,Female,Not applicable,Percent,89.91445
Saint Kitts and Nevis,2004,Male,Not applicable,Percent,79.01391
Saint Kitts and Nevis,2004,Female,Not applicable,Percent,90.37433
Saint Kitts and Nevis,2004,All genders,Not applicable,Percent,84.53541
Saint Kitts and Nevis,2003,Male,Not applicable,Percent,80.84929
Saint Kitts and Nevis,2003,All genders,Not applicable,Percent,88.338
Saint Kitts and Nevis,2003,Female,Not applicable,Percent,96.37908
Saint Kitts and Nevis,2002,Male,Not applicable,Percent,86.70833
Saint Kitts and Nevis,2002,Female,Not applicable,Percent,97.69231
Saint Kitts and Nevis,2002,All genders,Not applicable,Percent,91.97397
Saint Kitts and Nevis,2001,All genders,Not applicable,Percent,95.3304
Saint Kitts and Nevis,2001,Female,Not applicable,Percent,101.28854
Saint Kitts and Nevis,2001,Male,Not applicable,Percent,89.86058
Saint Kitts and Nevis,2000,Male,Not applicable,Percent,100.33985
Saint Kitts and Nevis,2000,Female,Not applicable,Percent,110.46832
Saint Kitts and Nevis,2000,All genders,Not applicable,Percent,105.20741
Saint Kitts and Nevis,1993,Female,Not applicable,Percent,86.06526
Saint Kitts and Nevis,1993,All genders,Not applicable,Percent,83.67231
Saint Kitts and Nevis,1993,Male,Not applicable,Percent,81.3253
Saint Kitts and Nevis,1992,Female,Not applicable,Percent,85.15117
Saint Kitts and Nevis,1992,Male,Not applicable,Percent,81.80106
Saint Kitts and Nevis,1992,All genders,Not applicable,Percent,83.46307
Saint Kitts and Nevis,1989,Female,Not applicable,Percent,80.90265
Saint Kitts and Nevis,1989,All genders,Not applicable,Percent,77.82303
Saint Kitts and Nevis,1989,Male,Not applicable,Percent,74.78868
Saint Kitts and Nevis,1988,Female,Not applicable,Percent,80.31239
Saint Kitts and Nevis,1988,Male,Not applicable,Percent,73.3452
Saint Kitts and Nevis,1988,All genders,Not applicable,Percent,76.7931
Saint Kitts and Nevis,1987,Female,Not applicable,Percent,73.90999
Saint Kitts and Nevis,1987,All genders,Not applicable,Percent,71.96326
Saint Kitts and Nevis,1987,Male,Not applicable,Percent,70.07175
Saint Kitts and Nevis,1986,Female,Not applicable,Percent,69.37945
Saint Kitts and Nevis,1986,Male,Not applicable,Percent,70.2482
Saint Kitts and Nevis,1986,All genders,Not applicable,Percent,69.82199
Saint Kitts and Nevis,1985,Male,Not applicable,Percent,70.33074
Saint Kitts and Nevis,1985,All genders,Not applicable,Percent,69.17752
Saint Kitts and Nevis,1985,Female,Not applicable,Percent,67.98525
Saint Kitts and Nevis,1984,Male,Not applicable,Percent,67.04
Saint Kitts and Nevis,1984,Female,Not applicable,Percent,64.93721
Saint Kitts and Nevis,1984,All genders,Not applicable,Percent,66.00553
Saint Lucia,2014,Male,Not applicable,Percent,86.71338
Saint Lucia,2014,Female,Not applicable,Percent,86.20074
Saint Lucia,2014,All genders,Not applicable,Percent,86.4572
Saint Lucia,2013,All genders,Not applicable,Percent,88.38511
Saint Lucia,2013,Female,Not applicable,Percent,88.38117
Saint Lucia,2013,Male,Not applicable,Percent,88.38904
Saint Lucia,2012,Male,Not applicable,Percent,91.79335
Saint Lucia,2012,Female,Not applicable,Percent,90.41775
Saint Lucia,2012,All genders,Not applicable,Percent,91.10657
Saint Lucia,2011,Female,Not applicable,Percent,93.30819
Saint Lucia,2011,All genders,Not applicable,Percent,94.63983
Saint Lucia,2011,Male,Not applicable,Percent,95.96277
Saint Lucia,2010,Female,Not applicable,Percent,94.65503
Saint Lucia,2010,Male,Not applicable,Percent,95.7565
Saint Lucia,2010,All genders,Not applicable,Percent,95.20894
Saint Lucia,2009,Female,Not applicable,Percent,96.98118
Saint Lucia,2009,All genders,Not applicable,Percent,95.45481
Saint Lucia,2009,Male,Not applicable,Percent,93.9486
Saint Lucia,2008,Female,Not applicable,Percent,95.87993
Saint Lucia,2008,All genders,Not applicable,Percent,93.71489
Saint Lucia,2008,Male,Not applicable,Percent,91.57454
Saint Lucia,2007,All genders,Not applicable,Percent,88.04278
Saint Lucia,2007,Male,Not applicable,Percent,83.42215
Saint Lucia,2007,Female,Not applicable,Percent,92.6963
Saint Lucia,2006,All genders,Not applicable,Percent,82.3095
Saint Lucia,2006,Female,Not applicable,Percent,88.68789
Saint Lucia,2006,Male,Not applicable,Percent,75.93038
Saint Lucia,2005,All genders,Not applicable,Percent,77.7638
Saint Lucia,2005,Male,Not applicable,Percent,71.44336
Saint Lucia,2005,Female,Not applicable,Percent,84.01593
Saint Lucia,2004,All genders,Not applicable,Percent,73.74027
Saint Lucia,2004,Female,Not applicable,Percent,72.59948
Saint Lucia,2004,Male,Not applicable,Percent,74.90455
Saint Lucia,2003,All genders,Not applicable,Percent,74.60363
Saint Lucia,2003,Male,Not applicable,Percent,66.95004
Saint Lucia,2003,Female,Not applicable,Percent,82.05419
Saint Lucia,2002,All genders,Not applicable,Percent,73.63768
Saint Lucia,2002,Female,Not applicable,Percent,82.58395
Saint Lucia,2002,Male,Not applicable,Percent,64.41315
Saint Lucia,2001,All genders,Not applicable,Percent,74.23942
Saint Lucia,2001,Male,Not applicable,Percent,65.67164
Saint Lucia,2001,Female,Not applicable,Percent,82.53786
Saint Lucia,2000,All genders,Not applicable,Percent,73.98441
Saint Lucia,2000,Female,Not applicable,Percent,83.41475
Saint Lucia,2000,Male,Not applicable,Percent,64.26001
Saint Lucia,1999,All genders,Not applicable,Percent,71.18736
Saint Lucia,1999,Male,Not applicable,Percent,62.84739
Saint Lucia,1999,Female,Not applicable,Percent,79.29604
Saint Lucia,1997,All genders,Not applicable,Percent,74.08598
Saint Lucia,1997,Female,Not applicable,Percent,82.36688
Saint Lucia,1997,Male,Not applicable,Percent,65.62141
Saint Lucia,1993,All genders,Not applicable,Percent,68.79692
Saint Lucia,1993,Female,Not applicable,Percent,86.10557
Saint Lucia,1993,Male,Not applicable,Percent,51.51354
Saint Lucia,1992,All genders,Not applicable,Percent,61.9508
Saint Lucia,1992,Female,Not applicable,Percent,75.24035
Saint Lucia,1992,Male,Not applicable,Percent,48.69268
Saint Lucia,1991,All genders,Not applicable,Percent,53.34803
Saint Lucia,1991,Female,Not applicable,Percent,63.01334
Saint Lucia,1991,Male,Not applicable,Percent,43.66892
Saint Lucia,1990,All genders,Not applicable,Percent,49.37662
Saint Lucia,1990,Female,Not applicable,Percent,59.38726
Saint Lucia,1990,Male,Not applicable,Percent,39.36978
Saint Lucia,1987,Female,Not applicable,Percent,52.89307
Saint Lucia,1987,Male,Not applicable,Percent,33.1481
Saint Lucia,1987,All genders,Not applicable,Percent,42.89559
Saint Lucia,1986,Male,Not applicable,Percent,31.74622
Saint Lucia,1986,All genders,Not applicable,Percent,41.66717
Saint Lucia,1986,Female,Not applicable,Percent,51.92904
Saint Lucia,1985,Male,Not applicable,Percent,28.89344
Saint Lucia,1985,Female,Not applicable,Percent,47.37365
Saint Lucia,1985,All genders,Not applicable,Percent,37.99621
Saint Lucia,1984,Male,Not applicable,Percent,27.27273
Saint Lucia,1984,All genders,Not applicable,Percent,31.79014
Saint Lucia,1984,Female,Not applicable,Percent,36.44026
Saint Lucia,1983,Male,Not applicable,Percent,28.03548
Saint Lucia,1983,Female,Not applicable,Percent,35.13347
Saint Lucia,1983,All genders,Not applicable,Percent,31.53027
Saint Lucia,1982,Male,Not applicable,Percent,26.38475
Saint Lucia,1982,All genders,Not applicable,Percent,30.40213
Saint Lucia,1982,Female,Not applicable,Percent,34.5571
Saint Lucia,1981,Female,Not applicable,Percent,30.26316
Saint Lucia,1981,Male,Not applicable,Percent,23.96968
Saint Lucia,1981,All genders,Not applicable,Percent,27.05719
Saint Lucia,1980,All genders,Not applicable,Percent,31.297
Saint Lucia,1978,All genders,Not applicable,Percent,29.72797
Saint Lucia,1977,All genders,Not applicable,Percent,30.39334
Saint Lucia,1977,Male,Not applicable,Percent,26.2704
Saint Lucia,1977,Female,Not applicable,Percent,34.61486
Saint Lucia,1976,All genders,Not applicable,Percent,31.35053
Saint Lucia,1975,All genders,Not applicable,Percent,32.43837
Saint Vincent and the Grenadines,2014,Female,Not applicable,Percent,103.17623
Saint Vincent and the Grenadines,2014,All genders,Not applicable,Percent,104.68671
Saint Vincent and the Grenadines,2014,Male,Not applicable,Percent,106.16123
Saint Vincent and the Grenadines,2013,All genders,Not applicable,Percent,102.97206
Saint Vincent and the Grenadines,2013,Male,Not applicable,Percent,105.28893
Saint Vincent and the Grenadines,2013,Female,Not applicable,Percent,100.60132
Saint Vincent and the Grenadines,2012,All genders,Not applicable,Percent,100.97887
Saint Vincent and the Grenadines,2012,Female,Not applicable,Percent,99.00059
Saint Vincent and the Grenadines,2012,Male,Not applicable,Percent,102.91467
Saint Vincent and the Grenadines,2011,All genders,Not applicable,Percent,103.55383
Saint Vincent and the Grenadines,2011,Female,Not applicable,Percent,99.86595
Saint Vincent and the Grenadines,2011,Male,Not applicable,Percent,107.16698
Saint Vincent and the Grenadines,2010,Female,Not applicable,Percent,108.82465
Saint Vincent and the Grenadines,2010,Male,Not applicable,Percent,106.25931
Saint Vincent and the Grenadines,2010,All genders,Not applicable,Percent,107.5287
Saint Vincent and the Grenadines,2009,Female,Not applicable,Percent,111.54791
Saint Vincent and the Grenadines,2009,All genders,Not applicable,Percent,109.47526
Saint Vincent and the Grenadines,2009,Male,Not applicable,Percent,107.44444
Saint Vincent and the Grenadines,2008,Female,Not applicable,Percent,114.35281
Saint Vincent and the Grenadines,2008,Male,Not applicable,Percent,102.30245
Saint Vincent and the Grenadines,2008,All genders,Not applicable,Percent,108.26823
Saint Vincent and the Grenadines,2007,Female,Not applicable,Percent,110.02614
Saint Vincent and the Grenadines,2007,All genders,Not applicable,Percent,103.97853
Saint Vincent and the Grenadines,2007,Male,Not applicable,Percent,98.03742
Saint Vincent and the Grenadines,2005,Female,Not applicable,Percent,99.53909
Saint Vincent and the Grenadines,2005,Male,Not applicable,Percent,79.5533
Saint Vincent and the Grenadines,2005,All genders,Not applicable,Percent,89.47031
Saint Vincent and the Grenadines,2004,Female,Not applicable,Percent,97.97112
Saint Vincent and the Grenadines,2004,All genders,Not applicable,Percent,94.30437
Saint Vincent and the Grenadines,2004,Male,Not applicable,Percent,90.69307
Saint Vincent and the Grenadines,2003,Female,Not applicable,Percent,90.4065
Saint Vincent and the Grenadines,2003,Male,Not applicable,Percent,82.22104
Saint Vincent and the Grenadines,2003,All genders,Not applicable,Percent,86.28295
Saint Vincent and the Grenadines,2002,All genders,Not applicable,Percent,87.64025
Saint Vincent and the Grenadines,2002,Male,Not applicable,Percent,82.81606
Saint Vincent and the Grenadines,2002,Female,Not applicable,Percent,92.53917
Saint Vincent and the Grenadines,2001,Female,Not applicable,Percent,91.43506
Saint Vincent and the Grenadines,2001,Male,Not applicable,Percent,77.86956
Saint Vincent and the Grenadines,2001,All genders,Not applicable,Percent,84.59938
Saint Vincent and the Grenadines,2000,All genders,Not applicable,Percent,82.50085
Saint Vincent and the Grenadines,2000,Male,Not applicable,Percent,70.57829
Saint Vincent and the Grenadines,2000,Female,Not applicable,Percent,94.62014
Saint Vincent and the Grenadines,1991,Female,Not applicable,Percent,66.72353
Saint Vincent and the Grenadines,1991,Male,Not applicable,Percent,53.60734
Saint Vincent and the Grenadines,1991,All genders,Not applicable,Percent,60.07061
Saint Vincent and the Grenadines,1988,All genders,Not applicable,Percent,39.76374
Saint Vincent and the Grenadines,1988,Male,Not applicable,Percent,31.31785
Saint Vincent and the Grenadines,1988,Female,Not applicable,Percent,48.42012
Saint Vincent and the Grenadines,1987,All genders,Not applicable,Percent,47.48392
Saint Vincent and the Grenadines,1987,Female,Not applicable,Percent,54.08833
Saint Vincent and the Grenadines,1987,Male,Not applicable,Percent,41.02427
Saint Vincent and the Grenadines,1986,All genders,Not applicable,Percent,35.93113
Saint Vincent and the Grenadines,1986,Male,Not applicable,Percent,29.04072
Saint Vincent and the Grenadines,1986,Female,Not applicable,Percent,42.95496
Saint Vincent and the Grenadines,1985,All genders,Not applicable,Percent,32.65999
Saint Vincent and the Grenadines,1985,Female,Not applicable,Percent,39.16765
Saint Vincent and the Grenadines,1985,Male,Not applicable,Percent,26.26655
Saint Vincent and the Grenadines,1984,All genders,Not applicable,Percent,39.63615
Saint Vincent and the Grenadines,1984,Male,Not applicable,Percent,32.7724
Saint Vincent and the Grenadines,1984,Female,Not applicable,Percent,46.61887
Saint Vincent and the Grenadines,1982,All genders,Not applicable,Percent,42.57635
Saint Vincent and the Grenadines,1982,Female,Not applicable,Percent,50.57631
Saint Vincent and the Grenadines,1982,Male,Not applicable,Percent,34.73211
Saint Vincent and the Grenadines,1976,All genders,Not applicable,Percent,28.38321
Saint Vincent and the Grenadines,1976,Male,Not applicable,Percent,23.31749
Saint Vincent and the Grenadines,1976,Female,Not applicable,Percent,33.55523
Saint Vincent and the Grenadines,1975,All genders,Not applicable,Percent,27.91896
Saint Vincent and the Grenadines,1975,Female,Not applicable,Percent,32.74908
Saint Vincent and the Grenadines,1975,Male,Not applicable,Percent,23.15909
Samoa,2014,Male,Not applicable,Percent,81.94092
Samoa,2014,All genders,Not applicable,Percent,86.85122
Samoa,2014,Female,Not applicable,Percent,92.18223
Samoa,2012,Male,Not applicable,Percent,81.44965
Samoa,2012,Female,Not applicable,Percent,90.37651
Samoa,2012,All genders,Not applicable,Percent,85.71045
Samoa,2011,Male,Not applicable,Percent,81.01461
Samoa,2011,All genders,Not applicable,Percent,86.37068
Samoa,2011,Female,Not applicable,Percent,92.24899
Samoa,2010,Male,Not applicable,Percent,82.26471
Samoa,2010,Female,Not applicable,Percent,93.59247
Samoa,2010,All genders,Not applicable,Percent,87.65932
Samoa,2009,Male,Not applicable,Percent,80.3092
Samoa,2009,All genders,Not applicable,Percent,86.12701
Samoa,2009,Female,Not applicable,Percent,92.52097
Samoa,2007,Male,Not applicable,Percent,77.98471
Samoa,2007,Female,Not applicable,Percent,90.35308
Samoa,2007,All genders,Not applicable,Percent,83.88574
Samoa,2006,Male,Not applicable,Percent,78.15187
Samoa,2006,All genders,Not applicable,Percent,83.73961
Samoa,2006,Female,Not applicable,Percent,89.86968
Samoa,2005,Male,Not applicable,Percent,78.22102
Samoa,2005,Female,Not applicable,Percent,88.16229
Samoa,2005,All genders,Not applicable,Percent,82.95329
Samoa,2004,Male,Not applicable,Percent,78.76249
Samoa,2004,All genders,Not applicable,Percent,83.59658
Samoa,2004,Female,Not applicable,Percent,88.93412
Samoa,2003,Male,Not applicable,Percent,78.60788
Samoa,2003,Female,Not applicable,Percent,89.36555
Samoa,2003,All genders,Not applicable,Percent,83.71569
